date,aqi,pm25,pm10,no2,o3
2024-10-09 04:00:00,3,40.03,68.85,44.55,36.84
2024-10-09 05:00:00,3,43.08,76.32,45.24,46.49
2024-10-09 06:00:00,3,44.1,81.19,38.73,77.96
2024-10-09 07:00:00,3,46.36,88.03,37.36,107.29
2024-10-09 08:00:00,3,48.57,91.41,45.24,108.72
2024-10-07 09:00:00,4,49.49,103.29,52.78,92.98
2024-10-07 10:00:00,3,34.66,83.53,43.53,59.37
2024-10-07 11:00:00,3,25.58,69.39,34.62,38.27
2024-10-07 12:00:00,3,20.7,59.42,31.53,24.68
2024-10-07 13:00:00,3,19.43,53.72,38.73,7.51
2024-10-07 14:00:00,3,20.82,52.82,39.41,0.5
2024-10-07 15:00:00,3,23.07,54.12,37.01,1.15
2024-10-07 16:00:00,3,27.73,59.01,37.01,2.62
2024-10-07 17:00:00,3,29.2,59.81,34.27,7.24
2024-10-07 18:00:00,3,27.47,57.29,29.47,14.84
2024-10-07 19:00:00,3,22.54,50.63,24.68,19.67
2024-10-07 20:00:00,2,18.9,45.04,21.76,21.28
2024-10-07 21:00:00,2,18.09,42.46,16.96,25.75
2024-10-07 22:00:00,2,18.02,40.93,12.85,30.04
2024-10-07 23:00:00,2,18.89,41.58,11.82,30.76
2024-10-08 00:00:00,2,20.71,43.17,13.19,28.97
2024-10-08 01:00:00,2,24.46,47.44,18.68,23.25
2024-10-08 02:00:00,3,31.64,56.29,30.85,11.44
2024-10-08 03:00:00,3,48.62,77.51,39.76,5.23
2024-10-08 04:00:00,4,69.26,103.26,45.24,8.23
2024-10-08 05:00:00,5,79.14,116.26,59.63,15.56
2024-10-08 06:00:00,5,76.94,115.22,71.29,42.2
2024-10-08 07:00:00,4,61.37,99.41,58.95,87.26
2024-10-08 08:00:00,3,49.92,88.89,49.35,100.14
2024-10-06 09:00:00,3,16.63,54.23,16.28,50.07
2024-10-06 10:00:00,2,13.55,49.1,11.82,47.21
2024-10-06 11:00:00,2,12.5,47.47,11.48,40.41
2024-10-06 12:00:00,2,11.63,45.67,13.19,32.19
2024-10-06 13:00:00,2,11.39,44.94,19.71,21.1
2024-10-06 14:00:00,2,11.28,44.56,20.22,19.13
2024-10-06 15:00:00,2,11.15,44.17,14.22,27.89
2024-10-06 16:00:00,2,11.55,44.3,11.65,33.26
2024-10-06 17:00:00,2,12.01,44.77,10.71,35.41
2024-10-06 18:00:00,2,12.58,45.95,10.62,36.12
2024-10-06 19:00:00,2,12.01,44.92,9.77,37.55
2024-10-06 20:00:00,2,10.84,42.86,8.4,38.98
2024-10-06 21:00:00,2,10.93,42.5,7.88,39.34
2024-10-06 22:00:00,2,12.81,44.3,9.34,36.84
2024-10-06 23:00:00,2,16.92,48.76,12.85,31.83
2024-10-07 00:00:00,3,21.2,53.66,16.11,26.46
2024-10-07 01:00:00,3,25.04,58.36,20.73,20.03
2024-10-07 02:00:00,3,30.1,66.55,29.13,10.46
2024-10-07 03:00:00,3,43.58,86.24,35.64,5.9
2024-10-07 04:00:00,4,57.81,105.87,39.76,10.01
2024-10-07 05:00:00,4,67.02,118.34,52.78,19.85
2024-10-07 06:00:00,4,71.47,124.69,63.75,55.07
2024-10-07 07:00:00,4,66.51,120.7,54.84,105.86
2024-10-07 08:00:00,4,61.29,116.64,52.78,118.73
2024-10-05 09:00:00,2,12.31,48.57,7.63,52.21
2024-10-05 10:00:00,2,11.84,47.74,7.54,48.64
2024-10-05 11:00:00,2,11.45,47.94,7.97,42.56
2024-10-05 12:00:00,2,11.12,47.62,9.6,34.69
2024-10-05 13:00:00,2,10.99,48.04,14.74,24.68
2024-10-05 14:00:00,2,10.8,48.76,15.94,22.89
2024-10-05 15:00:00,2,10.82,49.18,12.17,27.89
2024-10-05 16:00:00,2,10.92,49.03,9.51,30.04
2024-10-05 17:00:00,2,10.5,48.43,6.77,31.11
2024-10-05 18:00:00,2,10.11,48.05,5.14,32.54
2024-10-05 19:00:00,2,9.33,46.18,4.2,35.05
2024-10-05 20:00:00,2,8.65,44.15,3.34,37.55
2024-10-05 21:00:00,2,8.52,43.29,2.44,38.98
2024-10-05 22:00:00,2,8.69,44,1.86,38.98
2024-10-05 23:00:00,2,8.86,45.05,1.63,38.27
2024-10-06 00:00:00,2,8.9,45.13,1.54,38.62
2024-10-06 01:00:00,2,8.95,44.49,1.88,40.77
2024-10-06 02:00:00,2,9.21,43.46,2.83,42.92
2024-10-06 03:00:00,2,10.46,43.18,6.43,43.27
2024-10-06 04:00:00,2,16.62,49.56,21.93,30.04
2024-10-06 05:00:00,3,24.9,59.37,33.59,19.67
2024-10-06 06:00:00,3,28.47,63.76,34.96,22.35
2024-10-06 07:00:00,3,24.77,62.59,28.45,34.69
2024-10-06 08:00:00,3,20.12,59.58,21.25,46.49
2024-10-04 09:00:00,3,15.21,51.93,5.27,68.66
2024-10-04 10:00:00,3,15.06,54.96,5.4,62.23
2024-10-04 11:00:00,3,13.75,55.37,5.91,50.78
2024-10-04 12:00:00,3,12.44,53.57,7.37,40.41
2024-10-04 13:00:00,3,11.83,51.9,11.48,31.83
2024-10-04 14:00:00,2,11.21,48.86,12,29.33
2024-10-04 15:00:00,2,10.64,46.35,8.74,32.19
2024-10-04 16:00:00,2,10.58,46.59,7.45,33.26
2024-10-04 17:00:00,2,10.75,47.36,6.6,34.33
2024-10-04 18:00:00,2,11.13,48.77,6.6,35.05
2024-10-04 19:00:00,2,10.82,49.33,6.08,36.12
2024-10-04 20:00:00,2,10.18,49.6,4.28,38.27
2024-10-04 21:00:00,3,10.18,50.52,2.1,40.05
2024-10-04 22:00:00,3,10.29,50.96,1.37,40.05
2024-10-04 23:00:00,3,10.43,51.55,1.2,39.7
2024-10-05 00:00:00,3,10.33,51.5,1.14,40.41
2024-10-05 01:00:00,3,10.15,50.44,1.31,42.2
2024-10-05 02:00:00,3,10.25,50.45,1.82,42.92
2024-10-05 03:00:00,3,10.87,51.7,3.86,41.48
2024-10-05 04:00:00,3,11.98,54.11,7.54,39.34
2024-10-05 05:00:00,3,13.06,54.72,9.68,39.34
2024-10-05 06:00:00,3,13.75,54.8,9.77,43.27
2024-10-05 07:00:00,3,13.21,52.62,8.23,48.64
2024-10-05 08:00:00,3,12.68,50.33,7.45,52.21
2024-10-03 09:00:00,3,14.89,56.54,4.54,53.64
2024-10-03 10:00:00,3,15.7,61.02,5.06,50.78
2024-10-03 11:00:00,3,16.04,60.77,6.08,49.35
2024-10-03 12:00:00,3,15.89,53.73,8.05,47.92
2024-10-03 13:00:00,2,15.24,47.09,12.68,43.99
2024-10-03 14:00:00,2,14.08,44.35,12.68,42.92
2024-10-03 15:00:00,2,13.12,45.61,9.17,43.63
2024-10-03 16:00:00,2,12.41,46.36,7.37,41.13
2024-10-03 17:00:00,2,11.54,45.13,6,38.98
2024-10-03 18:00:00,2,11.03,43.62,5.44,37.55
2024-10-03 19:00:00,2,10.3,41.94,4.76,37.91
2024-10-03 20:00:00,2,9.46,40.67,3.43,40.05
2024-10-03 21:00:00,2,9.51,42.21,2.25,41.48
2024-10-03 22:00:00,2,9.97,45.01,1.61,42.2
2024-10-03 23:00:00,2,10.58,48.41,1.46,42.56
2024-10-04 00:00:00,3,11.35,51.67,1.41,42.92
2024-10-04 01:00:00,3,12.06,52.69,1.74,44.7
2024-10-04 02:00:00,3,12.52,51.73,2.48,47.21
2024-10-04 03:00:00,3,13.71,52.15,5.57,47.21
2024-10-04 04:00:00,3,15.2,55.76,9.08,47.21
2024-10-04 05:00:00,3,16.34,59.13,8.83,51.5
2024-10-04 06:00:00,3,16.9,59.3,7.2,59.37
2024-10-04 07:00:00,3,16.08,55.37,5.57,65.09
2024-10-04 08:00:00,3,15.26,51.86,5.1,67.95
2024-10-02 09:00:00,2,12.09,45.7,5.23,52.21
2024-10-02 10:00:00,3,13.5,50.41,5.83,51.5
2024-10-02 11:00:00,3,15,53.66,7.03,49.35
2024-10-02 12:00:00,3,16.05,54.09,9.25,46.49
2024-10-02 13:00:00,3,16.41,51.89,15.08,38.62
2024-10-02 14:00:00,2,16.27,49.86,16.79,36.12
2024-10-02 15:00:00,3,17.04,50.6,13.54,42.56
2024-10-02 16:00:00,3,18.71,53.84,11.65,50.07
2024-10-02 17:00:00,3,19.98,56.34,9.42,59.37
2024-10-02 18:00:00,3,20.52,56.56,8.23,65.8
2024-10-02 19:00:00,3,18.83,52.65,6.6,67.95
2024-10-02 20:00:00,2,15.55,46.95,4.24,65.09
2024-10-02 21:00:00,2,12.8,42.63,2.46,56.51
2024-10-02 22:00:00,2,11.02,39.35,1.69,50.78
2024-10-02 23:00:00,2,9.81,36.54,1.61,48.64
2024-10-03 00:00:00,2,8.75,34.3,1.69,46.49
2024-10-03 01:00:00,2,8.12,34.64,2.06,42.56
2024-10-03 02:00:00,2,8.37,36.39,2.72,40.41
2024-10-03 03:00:00,2,9.93,40.14,5.36,38.62
2024-10-03 04:00:00,2,11.22,42.79,7.71,37.91
2024-10-03 05:00:00,2,11.77,45.04,6.94,41.13
2024-10-03 06:00:00,2,12.57,48.1,5.31,46.49
2024-10-03 07:00:00,2,13.08,49.78,4.16,50.78
2024-10-03 08:00:00,3,13.91,52.01,4.11,53.64
2024-10-01 09:00:00,1,5.94,15.86,5.4,51.5
2024-10-01 10:00:00,1,5.75,15.8,5.91,47.21
2024-10-01 11:00:00,1,5.7,16.15,6.85,42.2
2024-10-01 12:00:00,1,5.81,17,8.83,35.41
2024-10-01 13:00:00,1,6.46,18.69,15.42,25.03
2024-10-01 14:00:00,2,7.05,20.53,18.51,19.31
2024-10-01 15:00:00,2,7.85,22.58,15.42,21.82
2024-10-01 16:00:00,2,8.82,24.72,13.54,23.25
2024-10-01 17:00:00,2,8.85,25.39,10.97,25.75
2024-10-01 18:00:00,2,8.85,25.56,9.42,27.54
2024-10-01 19:00:00,2,7.67,23.61,7.88,30.04
2024-10-01 20:00:00,2,6.14,20.64,5.65,33.62
2024-10-01 21:00:00,1,5.68,19.32,3.73,36.48
2024-10-01 22:00:00,1,5.35,18.79,2.55,38.62
2024-10-01 23:00:00,1,5.36,18.79,2.31,38.62
2024-10-02 00:00:00,1,5.58,19.26,2.36,37.55
2024-10-02 01:00:00,2,5.95,20.27,2.96,35.76
2024-10-02 02:00:00,2,6.35,21.56,3.86,35.05
2024-10-02 03:00:00,2,7.44,24.15,6.68,33.26
2024-10-02 04:00:00,2,8.61,27.11,9,34.33
2024-10-02 05:00:00,2,9.34,30.01,8.31,40.05
2024-10-02 06:00:00,2,9.99,33.37,6.43,47.92
2024-10-02 07:00:00,2,10.07,36.74,4.88,50.78
2024-10-02 08:00:00,2,10.93,41.23,4.71,51.5
2024-09-30 09:00:00,1,6.24,19.32,5.36,52.93
2024-09-30 10:00:00,1,5.81,17.72,5.91,48.64
2024-09-30 11:00:00,1,5.71,16.24,7.2,41.84
2024-09-30 12:00:00,1,5.74,15.16,9.77,33.26
2024-09-30 13:00:00,1,6.36,15.57,16.79,21.46
2024-09-30 14:00:00,1,7.04,16.69,20.05,15.2
2024-09-30 15:00:00,1,7.83,18.48,16.79,18.06
2024-09-30 16:00:00,2,8.64,20.54,14.74,20.56
2024-09-30 17:00:00,2,8.31,20.53,11.65,24.32
2024-09-30 18:00:00,1,7.8,19.75,9.94,27.18
2024-09-30 19:00:00,1,6.56,17.84,8.31,29.68
2024-09-30 20:00:00,1,5.17,15.5,6.25,32.9
2024-09-30 21:00:00,1,4.69,14.63,4.16,36.12
2024-09-30 22:00:00,1,4.63,14.7,2.96,37.91
2024-09-30 23:00:00,1,4.8,14.99,2.68,38.27
2024-10-01 00:00:00,1,5,15.01,2.68,38.27
2024-10-01 01:00:00,1,5.31,15.03,3.34,38.27
2024-10-01 02:00:00,1,5.5,15.11,4.33,37.91
2024-10-01 03:00:00,1,6.55,16.84,7.2,36.48
2024-10-01 04:00:00,1,7.3,17.92,9.08,37.55
2024-10-01 05:00:00,1,7.48,18.16,8.14,43.27
2024-10-01 06:00:00,1,7.27,17.71,6.17,50.78
2024-10-01 07:00:00,1,6.47,16.43,4.8,52.93
2024-10-01 08:00:00,1,6.12,15.91,4.8,52.93
2024-09-29 09:00:00,3,12.4,59.03,4.63,63.66
2024-09-29 10:00:00,3,12.11,60.22,5.23,60.08
2024-09-29 11:00:00,3,12.37,64.41,6.6,53.64
2024-09-29 12:00:00,3,13.76,75.83,8.91,47.21
2024-09-29 13:00:00,3,16.65,92.97,14.39,39.34
2024-09-29 14:00:00,4,18.88,107.51,14.57,38.98
2024-09-29 15:00:00,4,19.35,113.16,10.2,43.99
2024-09-29 16:00:00,4,18.2,109.98,8.14,45.78
2024-09-29 17:00:00,4,16.68,102.74,6.85,46.49
2024-09-29 18:00:00,3,15.5,94.1,6.25,45.78
2024-09-29 19:00:00,3,14.23,84.45,5.91,45.42
2024-09-29 20:00:00,3,12.89,74.09,5.27,45.06
2024-09-29 21:00:00,3,12.34,67.56,5.06,44.7
2024-09-29 22:00:00,3,11.69,61.27,4.33,44.7
2024-09-29 23:00:00,3,10.48,52.95,3.73,45.06
2024-09-30 00:00:00,2,9.5,45.36,3.51,45.06
2024-09-30 01:00:00,2,8.93,39.93,4.16,43.99
2024-09-30 02:00:00,2,8.5,34.62,5.57,41.84
2024-09-30 03:00:00,2,8.83,31.54,10.11,36.84
2024-09-30 04:00:00,2,9.15,29.38,14.57,32.54
2024-09-30 05:00:00,2,8.55,26.48,12.34,37.55
2024-09-30 06:00:00,2,7.84,24.24,8.4,46.49
2024-09-30 07:00:00,2,7.16,23.06,5.31,55.07
2024-09-30 08:00:00,2,6.7,21.42,4.97,55.07
2024-09-28 09:00:00,3,16.4,62.1,3.26,60.08
2024-09-28 10:00:00,3,16.09,63.56,3.77,60.08
2024-09-28 11:00:00,3,16.41,65.86,4.84,57.94
2024-09-28 12:00:00,3,16.88,65.57,6.68,54.36
2024-09-28 13:00:00,3,16.82,62.69,10.11,49.35
2024-09-28 14:00:00,3,16.12,59.04,10.54,47.92
2024-09-28 15:00:00,3,15.06,55.37,8.14,50.78
2024-09-28 16:00:00,3,14.11,53.43,6.68,52.21
2024-09-28 17:00:00,3,13.4,53.9,5.23,53.64
2024-09-28 18:00:00,3,13.3,56.45,4.46,54.36
2024-09-28 19:00:00,3,12.99,57.04,3.9,54.36
2024-09-28 20:00:00,3,12.44,55.87,3.13,54.36
2024-09-28 21:00:00,3,12.05,54.22,2.23,55.07
2024-09-28 22:00:00,3,12.33,52.65,2.55,53.64
2024-09-28 23:00:00,3,12.7,51.79,3.08,52.93
2024-09-29 00:00:00,3,12.99,52.52,3.56,52.21
2024-09-29 01:00:00,3,13.7,53.63,5.23,50.78
2024-09-29 02:00:00,3,14.1,53.86,7.88,47.21
2024-09-29 03:00:00,3,14.98,55.3,13.37,41.84
2024-09-29 04:00:00,3,13.77,56.07,11.31,46.49
2024-09-29 05:00:00,3,13.72,57.5,10.02,52.21
2024-09-29 06:00:00,3,13.54,55.45,7.45,60.08
2024-09-29 07:00:00,3,12.92,54.41,4.97,65.09
2024-09-29 08:00:00,3,12.56,56.69,4.41,65.09
2024-09-27 09:00:00,3,18.57,78.06,4.93,62.23
2024-09-27 10:00:00,3,17.95,76.3,5.01,58.65
2024-09-27 11:00:00,3,17.32,75.29,5.65,52.93
2024-09-27 12:00:00,3,16.82,73.76,7.2,46.49
2024-09-27 13:00:00,3,17.11,73.43,11.82,38.62
2024-09-27 14:00:00,3,18.02,73.09,13.88,36.12
2024-09-27 15:00:00,3,19.27,73.3,11.31,40.41
2024-09-27 16:00:00,3,19.79,72.5,9.6,42.56
2024-09-27 17:00:00,3,19.14,71.3,7.28,43.99
2024-09-27 18:00:00,3,18.45,70.36,6,44.35
2024-09-27 19:00:00,3,17.3,68.19,5.1,45.42
2024-09-27 20:00:00,3,16.45,67.04,3.94,47.92
2024-09-27 21:00:00,3,15.7,61.35,2.1,50.78
2024-09-27 22:00:00,3,14.92,54.84,1.41,51.5
2024-09-27 23:00:00,3,14.59,51.69,1.22,51.5
2024-09-28 00:00:00,3,14.81,52.85,1.17,52.21
2024-09-28 01:00:00,3,15.66,57.26,1.36,52.93
2024-09-28 02:00:00,3,16.05,54.42,1.8,52.93
2024-09-28 03:00:00,3,16.87,53.16,3.68,50.78
2024-09-28 04:00:00,3,17.47,55.48,6.25,48.64
2024-09-28 05:00:00,3,17.59,59.5,5.74,50.78
2024-09-28 06:00:00,3,17.42,58.32,4.11,55.79
2024-09-28 07:00:00,3,17.31,59.03,3.04,58.65
2024-09-28 08:00:00,3,17.03,61.36,2.96,59.37
2024-09-26 09:00:00,3,15.49,63.32,5.57,57.22
2024-09-26 10:00:00,3,16.05,66.45,5.48,55.79
2024-09-26 11:00:00,3,16.47,69.34,5.83,52.21
2024-09-26 12:00:00,3,16.52,69.64,6.68,47.92
2024-09-26 13:00:00,3,16.67,70.15,11.65,38.27
2024-09-26 14:00:00,3,16.72,70.21,13.37,33.97
2024-09-26 15:00:00,3,17.12,71.12,11.14,36.12
2024-09-26 16:00:00,3,17.82,72.96,9.85,38.27
2024-09-26 17:00:00,3,18.19,74.2,7.88,41.48
2024-09-26 18:00:00,3,18.46,74.41,6.85,43.27
2024-09-26 19:00:00,3,17.72,73.22,6.25,42.92
2024-09-26 20:00:00,3,16.1,70.77,5.18,41.84
2024-09-26 21:00:00,3,14.87,68.8,3.77,41.48
2024-09-26 22:00:00,3,14.51,68.35,2.83,42.92
2024-09-26 23:00:00,3,14.73,68.99,2.46,45.78
2024-09-27 00:00:00,3,15.14,69.84,2.33,48.64
2024-09-27 01:00:00,3,15.54,71.3,2.7,49.35
2024-09-27 02:00:00,3,15.84,72.18,3.77,47.21
2024-09-27 03:00:00,3,16.57,73.37,7.2,42.92
2024-09-27 04:00:00,3,17.42,74.74,10.11,41.48
2024-09-27 05:00:00,3,17.93,76.45,9.17,47.21
2024-09-27 06:00:00,3,18.33,77.93,6.6,56.51
2024-09-27 07:00:00,3,18.58,79.59,4.93,62.94
2024-09-27 08:00:00,3,18.77,79.36,4.63,64.37
2024-09-25 09:00:00,3,17.32,60.11,10.54,57.94
2024-09-25 10:00:00,3,16.2,58.7,10.37,50.78
2024-09-25 11:00:00,3,15.5,57.45,9.42,46.49
2024-09-25 12:00:00,3,15.65,57.74,9.25,43.27
2024-09-25 13:00:00,3,16.37,58.87,12.51,38.27
2024-09-25 14:00:00,3,17.14,60.4,14.91,34.69
2024-09-25 15:00:00,3,17.74,61.43,12.85,37.91
2024-09-25 16:00:00,3,18.32,62.24,11.82,40.05
2024-09-25 17:00:00,3,18.14,61.86,9.85,42.56
2024-09-25 18:00:00,3,18.13,62.43,8.83,44.35
2024-09-25 19:00:00,3,17.56,62.79,8.05,45.42
2024-09-25 20:00:00,3,16.69,62.86,6.43,47.21
2024-09-25 21:00:00,3,16.49,63.76,4.58,50.07
2024-09-25 22:00:00,3,16.65,65.82,3.34,52.93
2024-09-25 23:00:00,3,16.88,68.01,2.78,55.79
2024-09-26 00:00:00,3,16.98,70.14,2.55,58.65
2024-09-26 01:00:00,3,17.01,72.36,2.91,58.65
2024-09-26 02:00:00,3,16.52,72.99,3.9,56.51
2024-09-26 03:00:00,3,16.4,72.56,7.45,50.07
2024-09-26 04:00:00,3,16.39,71.15,10.97,45.42
2024-09-26 05:00:00,3,15.91,67.96,9.77,48.64
2024-09-26 06:00:00,3,15.35,64.41,7.11,54.36
2024-09-26 07:00:00,3,14.91,61.81,5.36,57.22
2024-09-26 08:00:00,3,15.11,61.82,5.14,57.94
2024-09-24 09:00:00,3,18.89,67.37,5.83,71.53
2024-09-24 10:00:00,3,18.22,65.61,5.91,67.23
2024-09-24 11:00:00,3,17.21,62.88,6.25,61.51
2024-09-24 12:00:00,3,16.28,60.83,7.28,53.64
2024-09-24 13:00:00,3,16.02,60.1,11.31,44.7
2024-09-24 14:00:00,3,16.62,60.59,13.54,41.48
2024-09-24 15:00:00,3,17.81,62.29,11.31,46.49
2024-09-24 16:00:00,3,19.16,64.25,10.11,50.78
2024-09-24 17:00:00,3,19.55,64.61,8.31,54.36
2024-09-24 18:00:00,3,19.13,63.86,7.37,55.07
2024-09-24 19:00:00,3,17.95,61.93,6.68,54.36
2024-09-24 20:00:00,3,16.6,59.18,5.4,55.07
2024-09-24 21:00:00,3,16.06,57.45,3.86,57.22
2024-09-24 22:00:00,3,16.07,57.33,2.87,58.65
2024-09-24 23:00:00,3,16.49,59.08,2.7,61.51
2024-09-25 00:00:00,3,16.94,60.73,2.78,63.66
2024-09-25 01:00:00,3,17.09,60.62,3.34,63.66
2024-09-25 02:00:00,3,16.72,59,4.2,60.8
2024-09-25 03:00:00,3,17.02,58.04,7.63,55.07
2024-09-25 04:00:00,3,17.52,58.35,11.48,50.78
2024-09-25 05:00:00,3,17.8,58.93,11.31,54.36
2024-09-25 06:00:00,3,18.07,59.83,9.17,62.23
2024-09-25 07:00:00,3,18.1,60.65,8.14,66.52
2024-09-25 08:00:00,3,17.93,60.8,9,64.37
2024-09-23 09:00:00,3,17.94,72.85,4.28,67.23
2024-09-23 10:00:00,3,18.22,73.14,4.41,65.8
2024-09-23 11:00:00,3,18.57,73.35,5.14,62.23
2024-09-23 12:00:00,3,18.62,72.3,6.6,56.51
2024-09-23 13:00:00,3,18.33,70.67,10.11,48.64
2024-09-23 14:00:00,3,17.87,69.12,10.97,45.06
2024-09-23 15:00:00,3,17.71,67.84,8.65,47.21
2024-09-23 16:00:00,3,17.8,67.76,7.54,50.07
2024-09-23 17:00:00,3,17.55,67.13,6.25,52.21
2024-09-23 18:00:00,3,17.23,66.48,5.65,53.64
2024-09-23 19:00:00,3,16.64,65.55,5.27,54.36
2024-09-23 20:00:00,3,16.03,64.49,4.28,55.07
2024-09-23 21:00:00,3,16,64.38,3.13,55.79
2024-09-23 22:00:00,3,16.09,64.35,2.31,55.79
2024-09-23 23:00:00,3,16.08,63.85,2.03,56.51
2024-09-24 00:00:00,3,15.96,63.28,1.99,57.22
2024-09-24 01:00:00,3,15.88,63.22,2.4,57.22
2024-09-24 02:00:00,3,16.06,63.76,3.43,56.51
2024-09-24 03:00:00,3,16.96,65.51,7.03,54.36
2024-09-24 04:00:00,3,18.06,67.47,11.82,51.5
2024-09-24 05:00:00,3,18.61,68.23,11.31,55.79
2024-09-24 06:00:00,3,18.85,68.54,8.23,63.66
2024-09-24 07:00:00,3,18.84,68.59,5.91,70.81
2024-09-24 08:00:00,3,18.95,68.12,5.44,72.96
2024-09-22 09:00:00,3,17.33,74.89,4.03,71.53
2024-09-22 10:00:00,3,17.68,75.64,3.9,70.1
2024-09-22 11:00:00,3,18.01,75.63,4.24,67.95
2024-09-22 12:00:00,3,17.95,74.39,5.06,63.66
2024-09-22 13:00:00,3,17.4,72.11,7.45,56.51
2024-09-22 14:00:00,3,16.44,69.6,8.31,50.78
2024-09-22 15:00:00,3,15.89,68.39,6.68,50.07
2024-09-22 16:00:00,3,16.01,69.38,5.83,50.78
2024-09-22 17:00:00,3,16.21,70.12,4.71,52.93
2024-09-22 18:00:00,3,16.25,70.11,4.11,53.64
2024-09-22 19:00:00,3,16.22,70.14,3.73,54.36
2024-09-22 20:00:00,3,16.26,69.81,2.96,56.51
2024-09-22 21:00:00,3,17.03,70.94,2.55,57.94
2024-09-22 22:00:00,3,17.17,71.05,2.06,58.65
2024-09-22 23:00:00,3,16.98,69.81,1.93,57.94
2024-09-23 00:00:00,3,16.61,68.16,1.99,56.51
2024-09-23 01:00:00,3,16.52,66.82,2.42,55.07
2024-09-23 02:00:00,3,16.53,65.91,3.13,54.36
2024-09-23 03:00:00,3,17.09,66.7,5.65,52.93
2024-09-23 04:00:00,3,17.74,68.34,8.48,52.21
2024-09-23 05:00:00,3,17.95,69.58,8.05,56.51
2024-09-23 06:00:00,3,17.97,70.68,6.25,62.23
2024-09-23 07:00:00,3,17.67,70.98,4.67,65.09
2024-09-23 08:00:00,3,17.66,71.87,4.2,67.23
2024-09-21 09:00:00,3,16.6,68.45,4.16,66.52
2024-09-21 10:00:00,3,15.98,68.78,4.03,61.51
2024-09-21 11:00:00,3,15.78,68.39,4.28,59.37
2024-09-21 12:00:00,3,15.94,67.18,5.06,58.65
2024-09-21 13:00:00,3,16.47,66.94,7.88,55.79
2024-09-21 14:00:00,3,16.81,67.14,9.68,53.64
2024-09-21 15:00:00,3,16.58,66.03,8.57,53.64
2024-09-21 16:00:00,3,15.79,64.5,7.8,50.78
2024-09-21 17:00:00,3,14.38,62.18,6,48.64
2024-09-21 18:00:00,3,13.34,59.91,4.88,47.21
2024-09-21 19:00:00,3,12.6,58.64,4.28,45.78
2024-09-21 20:00:00,3,12.31,58.39,3.6,47.92
2024-09-21 21:00:00,3,12.94,60.94,2.66,51.5
2024-09-21 22:00:00,3,13.69,63.88,1.95,54.36
2024-09-21 23:00:00,3,14.55,66.25,1.67,57.94
2024-09-22 00:00:00,3,15.47,68.96,1.59,60.08
2024-09-22 01:00:00,3,16.05,70.19,1.8,61.51
2024-09-22 02:00:00,3,16.26,70.76,2.23,61.51
2024-09-22 03:00:00,3,16.43,71.35,4.2,58.65
2024-09-22 04:00:00,3,16.84,72.01,6.94,56.51
2024-09-22 05:00:00,3,17,72.24,7.11,58.65
2024-09-22 06:00:00,3,17.22,72.69,5.83,64.37
2024-09-22 07:00:00,3,17.12,72.88,4.46,67.95
2024-09-22 08:00:00,3,17.12,73.64,3.94,70.1
2024-09-20 09:00:00,3,17.3,65.53,7.88,60.8
2024-09-20 10:00:00,3,16.5,63,7.8,55.07
2024-09-20 11:00:00,3,16.18,63.05,7.8,49.35
2024-09-20 12:00:00,3,16.37,65.73,8.91,46.49
2024-09-20 13:00:00,3,16.9,68.8,13.37,41.13
2024-09-20 14:00:00,3,17.25,71.02,14.74,39.7
2024-09-20 15:00:00,3,17.33,71.76,11.48,41.84
2024-09-20 16:00:00,3,17.51,70.81,9.6,40.77
2024-09-20 17:00:00,3,17.86,71.74,7.45,41.13
2024-09-20 18:00:00,3,18.83,74.6,6.34,44.35
2024-09-20 19:00:00,3,19.77,77.39,5.57,50.78
2024-09-20 20:00:00,3,20.17,77.77,4.63,57.22
2024-09-20 21:00:00,3,20.03,76.75,2.72,62.23
2024-09-20 22:00:00,3,19.65,75.38,1.86,64.37
2024-09-20 23:00:00,3,19.19,74.76,1.69,63.66
2024-09-21 00:00:00,3,18.76,74.52,1.74,62.23
2024-09-21 01:00:00,3,18.49,74.26,2.1,60.8
2024-09-21 02:00:00,3,18.3,73.78,2.83,58.65
2024-09-21 03:00:00,3,18.9,73.57,5.57,55.79
2024-09-21 04:00:00,3,19.63,73.24,9.25,54.36
2024-09-21 05:00:00,3,19.82,72.26,8.91,60.08
2024-09-21 06:00:00,3,19.55,71.3,6.77,68.66
2024-09-21 07:00:00,3,18.64,69.51,4.84,72.96
2024-09-21 08:00:00,3,17.6,68.3,4.2,71.53
2024-09-19 09:00:00,3,23.75,82.62,16.11,66.52
2024-09-19 10:00:00,3,20.65,77.64,10.88,58.65
2024-09-19 11:00:00,3,19.68,75.25,10.2,51.5
2024-09-19 12:00:00,3,19.05,73.43,10.71,45.06
2024-09-19 13:00:00,3,19.01,73.44,16.11,35.76
2024-09-19 14:00:00,3,19.32,75.12,20.22,28.97
2024-09-19 15:00:00,3,19.91,78.36,17.14,32.9
2024-09-19 16:00:00,3,20.94,81.95,15.25,37.55
2024-09-19 17:00:00,3,21.6,84.68,12.17,43.99
2024-09-19 18:00:00,3,22.32,87.14,10.11,48.64
2024-09-19 19:00:00,3,22.06,88.1,8.83,51.5
2024-09-19 20:00:00,3,21.22,86.99,7.71,52.21
2024-09-19 21:00:00,3,21,86.3,6.25,54.36
2024-09-19 22:00:00,3,21.71,85.4,5.91,54.36
